Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress 
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Online), Hemp Brand",AMS Solutions LLC,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Brand",AG-R1067599IHH,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront), Hemp Retailer (Online)",ZEN ALCHEMY LABS,Hemp,,,,,,,
14,WYLDWOOD LABS LLC,Hemp,,,,,,,
304,WILLY COMPANY LLC,Hemp,,,,,,,
112,WILD SUN HEMPORIUM LLC,Hemp,,,,,,,
231,WILD HEMPETTES LLC,Hemp,,,,,,,
72,WHOLE ORGANIX,Hemp,,,,,,,
25,WEST TEXAS DISTRIBUTORS,Hemp,,,,,,,
338,WAFIDO HOLDINGS LLC,Hemp,,,,,,,
91,VOGUE COFFEE BAR,Hemp,,,,,,,
187,VICJONES,Hemp,,,,,,,
163,VAPES R US LLC,Hemp,,,,,,,
365,VAPE N DELTA8,Hemp,,,,,,,
242,URBAN UNDERGROUND GOODS LLC,Hemp,,,,,,,
149,UNITED EXTRACT LLC,Hemp,,,,,,,
47,TWIN PINES CIMARRON LLC,Hemp,,,,,,,
314,TRIPLE S RANCH,Hemp,,,,,,,
125,TRIPLEJDISTRO@GMAIL.COM,Hemp,,,,,,,
33,TRIPLE 4 CBD,Hemp,,,,,,,
284,TRI NATURALS LLC,Hemp,,,,,,,
328,TRANG VO AND JOSEPH TRAN LLC,Hemp,,,,,,,
330,TOTAL BETTY CANNABIS,Hemp,,,,,,,
71,TORO SUPPLY AND DISTROBUTION,Hemp,,,,,,,
84,TOO SEEDS INC,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",268,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",96,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",TIKI BIOSCIENCES LLC,Hemp,,,,,,,
77,THE SKINFOOD BAR LLC,Hemp,,,,,,,
270,THE HEMP MAN OF TEXAS,Hemp,,,,,,,
240,THE HALL DEPOT OF TEXAS,Hemp,,,,,,,
132,THE GARDEN OF WELLNESS INC,Hemp,,,,,,,
119,THE COMMISSARY SHOPS,Hemp,,,,,,,
341,THE ALCHEMY BROTHERS LLC,Hemp,,,,,,,
303,THA MAJIC FLOWER LLC,Hemp,,,,,,,
110,TEXAS TRU DISTRIBUTION,Hemp,,,,,,,
236,TEXAS T,Hemp,,,,,,,
325,TEXAS HILLBILLY HEMP LLC,Hemp,,,,,,,
114,TEXAS HEMP INNOVATIONS COOPERATIVE THIC,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",373,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",66,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)","TERPENES, HEMP AND CANNABINOIDS LLC",Hemp,,,,,,,
35,TAYLORS APOTHECARY LLC,Hemp,,,,,,,
30,T AND M INTERNATIONAL,Hemp,,,,,,,
342,SWEET WELLNESS LLC,Hemp,,,,,,,
302,SWEETS N GIGGLES BAKERY,Hemp,,,,,,,
9,SOUTH TEXAS INFUSIONS,Hemp,,,,,,,
19,SOUTH TEXAS GROW OPERATIONS,Hemp,,,,,,,
3,SOUTHERN GLAZERS WINE AND SPIRITS OF TEXAS LLC,Hemp,,,,,,,
"336, 334, 335",SOLO SPERRYING,Hemp,,,,,,,
Page 21 of 37,SLEEPY SLOTH BAKERY,Hemp,,,,,,,
276,SKY MARKETING CORPORATION,Hemp,,,,,,,
363,SINGLETON FARMS,Hemp,,,,,,,
"849299, 135",SIERRA LAB LLC,Hemp,,,,,,,
346,SEPVED ENTERPRISES LLC,Hemp,,,,,,,
21,SCHEDULE ZERO WELLNESS LLC,Hemp,,,,,,,
271,SARATI INTERNATIONAL INC,Hemp,,,,,,,
166,SANTE LABORATORIES,Hemp,,,,,,,
367,ROGUE APOTHECARY LLC,Hemp,,,,,,,
116,RNDC TEXAS LLC,Hemp,,,,,,,
"353, 350, 357, 354, 356, 355",RICCA CHEMICAL CO LLC,Hemp,,,,,,,
118,REVITAL U INTERNATIONAL LLC,Hemp,,,,,,,
317,REBEL DREADS CORP LLC,Hemp,,,,,,,
226,R CUBED HOLDINGS LLC,Hemp,,,,,,,
189,RAPID THERAPEUTIC SCIENCE LABORATORIES INC,Hemp,,,,,,,
176,RAMEN YA HOLDING COMPANY LLC,Hemp,,,,,,,
246,RADIX HOUSE COFFEE SHOP LLC,Hemp,,,,,,,
49,QUALITY CULTIVARS,Hemp,,,,,,,
138,QEMP INC,Hemp,,,,,,,
227,PURETHRIVE ESSENTIALS,Hemp,,,,,,,
352,PROLIFIC RELEAF,Hemp,,,,,,,
173,PROHIBITION CREAMERY LLC,Hemp,,,,,,,
45,PRINTABLE PAPERY INC,Hemp,,,,,,,
358,PRIMITIVE EDIBLES LLC,Hemp,,,,,,,
234,PREMARK HEALTH SCIENCE INC,Hemp,,,,,,,
369,PRACTICAL HEALTH CARE RESOUCES LLC,Hemp,,,,,,,
360,POLISHED PURE TASTE,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",59,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",286,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",ONE CBD INC,Hemp,,,,,,,
214,ONE BIOSCIENCES,Hemp,,,,,,,
213,OHMGNOMES,Hemp,,,,,,,
99,OG SOLUTIONS LLC,Hemp,,,,,,,
361,OCTAVIA NICHOLAS,Hemp,,,,,,,
139,OAK CLIFF CULTIVATORS LLC,Hemp,,,,,,,
115,NUNA LIFE CBD LLC,Hemp,,,,,,,
162,NIAGARA BOTTLING LLC,Hemp,,,,,,,
"229, 03-MFP20-0000030",NEW CANEY BEVERAGE INC,Hemp,,,,,,,
151,NEWBERRY NATURAL,Hemp,,,,,,,
127,"NESTER APIARY, LLC",Hemp,,,,,,,
36,NATURAL WONDERS OF NATURE LLC,Hemp,,,,,,,
108,NATURALLY DISTRO LLC,Hemp,,,,,,,
190,MR FICKS CHOCOLATE COMPANY LLC,Hemp,,,,,,,
287,MOTHERS BOTANICS LLC,Hemp,,,,,,,
375,MORGANIC,Hemp,,,,,,,
281,MOOTSIES CREATIONS LLC,Hemp,,,,,,,
371,MONARCH PCM LLC,Hemp,,,,,,,
290,MMKJ FARMS JV,Hemp,,,,,,,
160,MIA S ORGANICS,Hemp,,,,,,,
245,M CURRY CBD,Hemp,,,,,,,
292,MCLANE COMPANY INC,Hemp,,,,,,,
"51, 52, 53",MARY JANES CBD DISPENSARY INC,Hemp,,,,,,,
54,MAHA KALI WELLNESS,Hemp,,,,william.r.belanger@gmail.com,802-249-6531 || 2547159052,,"Mad River Hemp LLCNorthfield, VT 05663 || Maggie's Farm Lane, LLCAZ || 6014 S Western St, 200Amarillo, TX 79110"
333,MAGSTAR,Hemp,,,,madisonhemp1806@gmail.com,2545771890,,"Madison Hemp & Flax Company 1806Loretto, KY || 503 Selma StRichland Springs, TX 76871"
29,MACROO LLC,Hemp,,,,,2145550771,,"275 Commerce St, # 100Southlake, TX 76092"
264,LOTUS BLISS BOTANICALS,Hemp,,,,,7863551119,,"2114 Washington Cir, 241Arlington, TX 76011"
351,LONE STAR HEALTH AND WELLNESS LLC,Hemp,,,,,2144998822,,"12650 N Beach St, Ste 114Fort Worth, TX 76244"
133,LIVE FREE ECP INC,Hemp,,,,,7034245543,,"128 E 3rd StHereford, TX 79045"
225,LITTLE DIPPER MEDIA LLC,Hemp,,,,,9728655554,,"3939 S Polk St, 304 304Dallas, TX 75224"
106,LIGHT LIFE WELLNESS,Hemp,,,,,,,"1702 S State Hwy 121, 606Lewisville, TX 75067"
340,LEADERSHIP IDENTIFICATION AND DEVELOPMENT CORPORATION,Hemp,,,,,5126267763,,"10606 Lockerbie DrAustin, TX 78750"
224,LAST RODEO COMPANY INC,Hemp,,,,,6825578130,,"101 Bear Creek Pkwy, cKeller, TX 76248"
206,LACORE NUTRACEUTICALS INC,Hemp,,,,KYCBDFARMACY@gmail.com,859-329-7038 || 4699957791,,"KY CBD FARMACYNicholasville, KY 40356 || 1801 S Industrial ParkVan Alstyne, TX 75495"
48,LACORE LOGISTICS LLC,Hemp,,,,KYCBDFARMACY@gmail.com,859-329-7038 || 9724391750,,"KY CBD FARMACYNicholasville, KY 40356 || 901 Sam Rayburn HwyMelissa, TX 75454"
113,KUSH CBD LLC,Hemp,,,,,9729741485,,"811 E Yellow Jacket LnRockwall, TX 75087"
280,KINGZOFCANNABIS,Hemp,,,,,5126771379,,"6800 McNeil Dr, 931Austin, TX 78729"
266,KIMES ENTERPRISES LLC,Hemp,,,,compliance@ktlgarden.com,(303) 955-7838 || 2102868018,,"Key To LifeWI || 9028 Brook Hill LnFort Worth, TX 76244"
178,KESSS INVESTMENTS 10001 LLC,Hemp,,,,alex.nance@anadahemp.com,513-403-1273,,"Kentucky Industrial HempGeorgetown, KY 40324"
244,KB6 LLC,Hemp,,,,,4325509463,,"1541 John Ben Shepperd Pkwy, Unit 12Odessa, TX 79761"
316,JW NUTRITIONAL LLC,Hemp,,,,,9186252345,,"601 Century Pkwy, # 300Allen, TX 75013"
"285,",JOY ORGANICS AUSTIN,Hemp,,,,,9412844850,,"902 N Lamar BlvdAustin, TX 78703"
143,JOHNSON RANCH NATURALS LLC,Hemp,,,,,t.k​esy@yahoo.com(941) 962-4570,,JMQT SeedsWI
150,J&M CREATIONS OF EL PASO LLC,Hemp,,,,,9154913897,,"1654 Donna Caponi LnEl Paso, TX 79936"
198,J CURRY CBD,Hemp,,,,,8324202748,,"3550 Lang RdHouston, TX 77092"
278,JANES FLOWER SHOP LLC,Hemp,,,,,8329165159,,"301 S 9th St, Suite 202Richmond, TX 77469"
68,JAMPAR HOLDINGS LLC,Hemp,,,,INFO@GOODBOI.COM,"eduff27@gmail.com, eduff@carrduff.com215-416-1202 || 5123314211",,"Jade Partners, LLCMurray, KY 42071 || 21505 Kathy LnSpicewood, TX 78669"
"840126, 131",INTEGRITY EXTRACTION LLC,Hemp,,,,,8066328031,,"62 Hunsley Hills BlvdCanyon, TX 79015"
103,INSTITUTE OF CHILI LLC,Hemp,,,,,2107440000,,"447 W Hildebrand Ave, 105San Antonio, TX 78212"
326,INFUSE ME LLC,Hemp,,,,,3467182899,,"1320 Beachton StHouston, TX 77007"
235,INFINITE GREENS LLC,Hemp,,,,,4698356279,,"3707 Truesdell PlDallas, TX 75244"
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",141,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",256,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",I E SUPPLY INC LLC,Hemp,,,,,9563370399,,"118 Tranquilo DrLaredo, TX 78045"
263,IDENTIPAK INC,Hemp,,,,,9566304403,,"300 E Beech AveMcAllen, TX 78501"
217,HOUSE OF JAYNE,Hemp,,,,,5126487420,,"766 Old Fitzhugh RdDripping Springs, TX 78620"
107,"HILL COUNTRY PHARM HAUS, LLC",Hemp,,,,info@highpointacreswi.com,8302267330,,"High Point Acres, LLCWI || 1754 FM2673Canyon Lake, TX 78133"
26,HIGHLIFE NOW,Hemp,,,,,9562127246,,"300 E Beech AveMcAllen, TX 78501"
216,HERBAVINE,Hemp,,,,,2183821813,,"1260 Regents Park CtDeSoto, TX 75115"
188,HERBAL ROOT COLLECTIVE,Hemp,,,,,9203978477,,"7010 Burnet Rd, cAustin, TX 78757"
372,HEMP ON THE CONCHO LLC,Hemp,,,,,3252137078,,"1618 Cloud StSan Angelo, TX 76905"
221,HEMP ICE FACTORY LLC,Hemp,,,,troyjenkins98@gmail.com,4803133442 || 3134073008,,"Hemp Flower ProductionsCulver, OR 97734 || 2609 Isabella StHouston, TX 77004"
8,HEMP360,Hemp,,,,,8303027421,,"1345 Industrial St, bNew Braunfels, TX 78130"
87,HELLO SUNSHINE,Hemp,,,,,2107494720,,"4014 Adair BluffSan Antonio, TX 78223"
269,HEART OF TEXAS HEMP LLC,Hemp,,,,TASHLI@BRAMLETTIMPLEMENT.COM,2544852465,,"3098 W Washington StStephenville, TX 76401"
"852466, 137",HEALTHYCURES INC,Hemp,,,,,972 697548,,"3611 Greenville AveDallas, TX 75206"
85,HARVEST GREEN CREATIONS LLC,Hemp,,,,,2814607101,,"5900 Balcones Dr, 100Austin, TX 78731"
46,HAPPY KARMA LLC,Hemp,,,,,5127744767,,"Austin, TX"
70,HAMEL ENTERPRISES,Hemp,,,,,8302218843,,"4025 Hunter RdNew Braunfels, TX 78132"
Page 22 of 37,GREENLIGHT INDUSTRIAL HEMP PROCESSING,Hemp,,,,kgs126@yahoo.com,303-513-6362 || 9402246276,,"Green Hemp FarmsKY || 21059 TX-148Henrietta, TX 76365"
194,GREEN HAUS BOTANICALS LLC,Hemp,,,,,5129538100,,"11410 Menchaca Rd, #200Austin, TX 78748"
74,GREENGO INC,Hemp,,,,,5129700097,,"3302 Larry LnAustin, TX 78722"
24,GREEN AURA CANNABIS LLC,Hemp,,,,info@ultracoldextracts.com,5124846195,,"GRANTAmerican Fork, UT 84003 || 2022 Barker House CoveRound Rock, TX 78664"
44,GLOBAL TOBACCO LLC,Hemp,,,,,4695182270,,"2861 Congressman LnDallas, TX 75220"
60,GKP ENTERPRISE LLC,Hemp,,,,,8324651275,,"4706 Lakeway DrGarland, TX 75043"
323,GDMI INC,Hemp,,,,,9724947477,,"2763 Marquis DrGarland, TX 75042"
152,GARCIA BROS ORGANICS LLC,Hemp,,,,info@futurefarmhemp.com,(715) 977-0078 || 4322887783,,"Future Farm HempWI || 734 Baylor BlvdBig Spring, TX 79720"
254,FREEDOM EXTRACTS LLC,Hemp,,,,,9406001596,,"Fouser Environmental ServicesKY || 519 Bennett Ln, Ste 101Lewisville, TX 75057"
88,FNA DEVELOPMENTS LLC,Hemp,,,,,8328672283,,"1719 Manor DrBaytown, TX 77521"
62,FLIPPED PARADIGMZ,Hemp,,,,,,,
339,FLAVA HAUS LLC,Hemp,,,,,8177064973,,"1730 W Bardin Rd, 400Arlington, TX 76017"
223,FLAMINGO HEMP,Hemp,,,,,5127893486,,"515 E 6th StAustin, TX 78701"
296,FITISH LLC,Hemp,,,,,8173070131,,"1304 Dragon StDallas, TX 75207"
102,FIGHTBACK LLC,Hemp,,,,,5129448548,,"805 Pigeon Forge RdPflugerville, TX 78660"
40,FATHER THYME HERBALS,Hemp,,,,jim.mccoy@frcona.com,(701) 648-9185 || 9364949930,,"Farmaceutical Research Centers of North AmericaNV || 9451 County Rd 203Plantersville, TX 77363"
283,EVOLVE IP LLC,Hemp,,,,,7136288430,,"6335 Holden Mills DrSpring, TX 77389"
80,ETRYUS LLC,Hemp,,,,,5127627851,,"4514 Lago VientoAustin, TX 78734"
94,EPIC BOTTLING LLC,Hemp,,,,endocate@gmail.com,8167241950 || 5129478608,,"Endocate LLCRiverside, MO 64168 || 204 Airline Dr, suit#700Coppell, TX 75019"
73,EMPOWERED CREATIONS LLC,Hemp,,,,,5122961192,,"321 W Ben White Blvd, # 103Austin, TX 78704"
156,ELITE ACROBATIC CONCEPTS LLC,Hemp,,,,,2103676642,,"12414 Point MesaSan Antonio, TX 78253"
4,ELGIN OIL EXTRACTION,Hemp,,,,,,,
18,DUCK CREEK APOTHECARY,Hemp,,,,lonestarginner@gmail.com,8067593061,,"902 TX-137Lamesa, TX 79331"
"840836, 267",DRAKE FARM,Hemp,,,,,2146872399,,"5232 Cook CirLewisville, TX 75056"
130,DNL SKIN,Hemp,,,,brandon@distributionmaven.com,(602) 999-5146,,"Distribution MavenScottsdale, AZ 85254"
306,DMG PRIMEMYBODY COM LLC,Hemp,,,,DispensaryOnDivision@gmail.com,,,"Dispensary On Division, LLCWI"
191,DLY PRODUCTIONS INC,Hemp,,,,DispensaryOnDivision@gmail.com,5125608309,,"Dispensary On Division, LLCWI || 1333 SolitaireRound Rock, TX 78665"
275,DIMG LOGISTICS LLC,Hemp,,,,,8174607711,,"11511 Luna Rd, 180Farmers Branch, TX 75234"
192,DHALIWAL PHARMACEUTICALS LABORATORIES LLC,Hemp,,,,,2144465849,,"4400 US-80Mesquite, TX 75149"
"257, 205",CUSTOM TABLETING LLC,Hemp,,,,,4097703759,,"Cleartide LnHouston, TX 77034"
377,CUSTOM BLEND DESIGN LLC,Hemp,,,,,,,"1400 Blackjack StLockhart, TX 78644"
34,CURA NATURALS LLC,Hemp,,,,,9566000474,,"1001 S Bryan Rd, dMission, TX 78572"
308,CROWN DISTRIBUTING LLC,Hemp,,,,,8339688273,,"2835 Congressman LnDallas, TX 75220"
"169, 00371Q",COUNTDOWN321 LLC,Hemp,,,,drew@cornerstonestrategiesky.com,502-303-8778 || 2104637936,,"Cornerstone AgricultureKY || Cornerstone Agriculture, LLCFrankfort, KY 40601 || 8603 N Loop 1604 W, 9225San Antonio, TX 78249"
222,COOPER CANDY COMPANY,Hemp,,,,george@connoisseurconcepts.com,(715) 553-9886 || 8177142667,,"Connoisseur Concepts LLCTehachapi, CA 93561 || 4820 Tin Top RdWeatherford, TX 76087"
220,COOK D HERBAL STEAMS LLC,Hemp,,,,,6012628146,,"4771 Barstow BlvdDallas, TX 75236"
142,CONWAY WELLNESS LLC,Hemp,,,,deepseadiverjohn@yahoo.com,8325637659,,"Completo CBD de WISCONSINWI || 3205 Mill Creek Ranch RdNew Ulm, TX 78950"
120,CONTEXTA MANUFACTURING,Hemp,,,,,6784313911,,"1000 San Jacinto LnBryan, TX 77803"
208,COMPLETE FOOT AND ANKLE CARE OF NORTH TEXAS PA,Hemp,,,,,9403003054,,"3319 Unicorn Lake Blvd, #111Denton, TX 76210"
293,COLDFIRE MANUFACTURING LLC,Hemp,,,,,2398492291,,"2750 Fort Royal Dr, bHouston, TX 77038"
307,CLOUD NYNE,Hemp,,,,,8172402450,,"4208 Old Timber LnCrowley, TX 76036"
122,CHANVRE ESSENTIALS,Hemp,,,,,2543831501,,"7010 Stonecrest DrNolanville, TX 76559"
288,CAPROCK CBD,Hemp,,,,,8067592739,,"5608 County Rd 7550Lubbock, TX 79424"
282,CANNFUSION LLC,Hemp,,,,,5757799499,,"13500 Pitt RdAmarillo, TX 79118"
98,CANNALISTICS LLC,Hemp,,,,,5127898100,,"1551 State Hwy 71, 110Cedar Creek, TX 78612"
291,CANNABEDEVINE LLC,Hemp,,,,,8177829993,,"709 FM 1187, 700Aledo, TX 76008"
32,CANITEA LLC,Hemp,,,,,7734130701,,"2602 Encina DrIrving, TX 75038"
97,CALICONSULTING,Hemp,,,,jt@c5products.com,2133731409 || 5124018832,,"C5 LLCCarlsbad, CA 92009 || 425 Private Rd 915Georgetown, TX 78626"
331,C4 SOLUTIONS LLC,Hemp,,,,,8176949343,,"197 Silver Saddle CirWeatherford, TX 76087"
241,BUD A BLAZE LLC,Hemp,,,,,,,
147,BUBBYS TREE HOUSE COMPANY LLC,Hemp,,,,,3617722728,,"1011 Moccasin TrailLa Grange, TX 78945"
81,BROCCOLI HOUZE,Hemp,,,,,5122300396,,"215 Reagor DrTaylor, TX 76574"
359,BRIO NUTRITION LLC,Hemp,,,,,9722076772,,"230 Aero Country RdMcKinney, TX 75071"
327,BRES CBD LLC,Hemp,,,,,9368565893,,"12449 Pegasus DrWillis, TX 77318"
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",202,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",43,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",BOOMTOWN BREW COFFEE ROASTERS,Hemp,,,,,2538445310,,"138 La Paz PlCedar Creek, TX 78612"
201,BONAFIDE INNOVATIONS LLC,Hemp,,,,,9402874753,,"8300 Esters Blvd, Ste 940Irving, TX 75063"
311,BONA FIDE BOTANICALS INC,Hemp,,,,,5128926000,,"5716 US-290, # 200Austin, TX 78735"
157,BLUEBONNET DSD IRVING INC,Hemp,,,,,9722512100,,"2611 E Pioneer DrIrving, TX 75061"
181,BLOSSOMHTX,Hemp,,,,,2819614844,,"17350 TX-249, 220 3531Houston, TX 77064"
252,BLINECBD,Hemp,,,,,,,
183,BIOTICS RESEARCH CORPORATION,Hemp,,,,coreyburke@prosep-ltd.com,4806038337 || 2813440909,,"Biomass Oil Separation Solutions LLCRoscoe, IL || 6801 Biotics Research DrRosenberg, TX 77471"
128,BINGHAM FAMILY ORGANICS LLC,Hemp,,,,,8064457744,,"645 FM303Meadow, TX 79345"
95,B HI,Hemp,,,,,3373440186,,"3215 Planters Peak DrHouston, TX 77080"
259,BEYOND CBD,Hemp,,,,,9723223998,,"130 Summer Pl CirPottsboro, TX 75076"
215,BENUVIA MANUFACTURING INC,Hemp,,,,,5123598364,,"3950 N Mays StRound Rock, TX 78665"
232,BENNU CBD,Hemp,,,,,4692785173,,"539 W Commerce St, #2301Dallas, TX 75208"
184,BEE DELIGHTFUL LLC,Hemp,,,,,5126738383,,"2710 Jorwoods DrAustin, TX 78745"
1,BAYOU CITY HEMP COMPANY INC,Hemp,,,,,9013517611,,"16700 Park RowHouston, TX 77084"
6,BARTON CREEK BOTANICALS,Hemp,,,,,5128699108,,"4202 Ridge Pole LnSpicewood, TX 78669"
193,BARK N BAKED LLC,Hemp,,,,,8323717217,,"2423 Winrock BlvdHouston, TX 77057"
144,BAKEDBONES,Hemp,,,,,2813529584,,"5214 Honey CirHouston, TX 77004"
255,AURA CONSULTING LLC,Hemp,,,,info@auramanufacturing.com,9365776607,,"26202 Oak Ridge DrSpring, TX 77380"
"167, 31-MFP20-0000919",AUNT LUVS DELIGHTS,Hemp,,,,,9163058739,,"4700 Ridge Rd, 1023McKinney, TX 75070"
324,ARYAS CBD,Hemp,,,,Sully@azhempsupply.com,7706565122 || 8308379843,,"Arizona Hemp Supply Co.AZ || 9650 US-281Spring Branch, TX 78070"
185,AQS3,Hemp,,,,,5122841323,,"3012 FM621, gSan Marcos, TX 78666"
294,ANDERSON FLORA,Hemp,,,,,5128253546,,"7684 S Sycamore Crossing RdBellville, TX 77418"
320,AMIA TRADE INC,Hemp,,,,,4693864048,,"201 E Anderson LnAustin, TX 78752"
172,AMERICA JUICE CO LLC,Hemp,,,,,8339688273,,"2861 Congressman Ln, 100Dallas, TX 75220"
168,AMEDICANNA LABS TX LLC,Hemp,,,,,2108108830,,"10011 Stagecoach BaySan Antonio, TX 78254"
272,ALPHA LEAF,Hemp,,,,,8329069009,,"11424 Spring Cypress Rd, c2Tomball, TX 77377"
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",195,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",146,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Storefront)",ACADIA GROWTH LLC,Hemp,,,,,2109868933,,"12130 Alamo Ranch Pkwy, 2702San Antonio, TX 78253"
298,ABSOLUTE NATURE INC,Hemp,,,,,2144696939,,"218 Rutherford AveWylie, TX 75098"
121,3MK,Hemp,,,,brennan@3bearsfarms.com,(847) 840-5403 || 8062152158,,"3 BearsWI || 201 8th StPlains, TX 79355"
"3MAEC, LLC",Hemp,Hemp,,,,,,,
210 HYDRO FARMS INC,Hemp,Hemp,,,,,,,
The Fortune Tribe,"The Fortune Tribe, Llc",Hemp,,,,,,,
Imperial CBD extraction,Hemp,Hemp,,,,,,,
Zelios,Zelios Colorado LLC,Hemp,,,,,,,
63-MFP20-0000805,Juse,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Brand",WholeMade Inc,Hemp,,,,,,,
36-MFP21-0000309,Wellicy Inc,Hemp,,,,,,,
"03-MFP18-0001742, 19-MFP21-0000378","Wana Wellness, LLC",Hemp,,,,,,,
V-tek Botanicals LLC,Hemp,Hemp,,,,,,,
Page 22 of 37,GREENLIGHT INDUSTRIAL HEMP PROCESSING,Hemp,,,,kgs126@yahoo.com,303-513-6362 || 9402246276,,"Green Hemp FarmsKY || 21059 TX-148Henrietta, TX 76365"
194,GREEN HAUS BOTANICALS LLC,Hemp,,,,,5129538100,,"11410 Menchaca Rd, #200Austin, TX 78748"
74,GREENGO INC,Hemp,,,,,5129700097,,"3302 Larry LnAustin, TX 78722"
24,GREEN AURA CANNABIS LLC,Hemp,,,,info@ultracoldextracts.com,5124846195,,"GRANTAmerican Fork, UT 84003 || 2022 Barker House CoveRound Rock, TX 78664"
44,GLOBAL TOBACCO LLC,Hemp,,,,,4695182270,,"2861 Congressman LnDallas, TX 75220"
60,GKP ENTERPRISE LLC,Hemp,,,,,8324651275,,"4706 Lakeway DrGarland, TX 75043"
323,GDMI INC,Hemp,,,,,9724947477,,"2763 Marquis DrGarland, TX 75042"
152,GARCIA BROS ORGANICS LLC,Hemp,,,,info@futurefarmhemp.com,(715) 977-0078 || 4322887783,,"Future Farm HempWI || 734 Baylor BlvdBig Spring, TX 79720"
254,FREEDOM EXTRACTS LLC,Hemp,,,,,9406001596,,"Fouser Environmental ServicesKY || 519 Bennett Ln, Ste 101Lewisville, TX 75057"
88,FNA DEVELOPMENTS LLC,Hemp,,,,,8328672283,,"1719 Manor DrBaytown, TX 77521"
62,FLIPPED PARADIGMZ,Hemp,,,,,,,
339,FLAVA HAUS LLC,Hemp,,,,,8177064973,,"1730 W Bardin Rd, 400Arlington, TX 76017"
223,FLAMINGO HEMP,Hemp,,,,,5127893486,,"515 E 6th StAustin, TX 78701"
296,FITISH LLC,Hemp,,,,,8173070131,,"1304 Dragon StDallas, TX 75207"
102,FIGHTBACK LLC,Hemp,,,,,5129448548,,"805 Pigeon Forge RdPflugerville, TX 78660"
40,FATHER THYME HERBALS,Hemp,,,,jim.mccoy@frcona.com,(701) 648-9185 || 9364949930,,"Farmaceutical Research Centers of North AmericaNV || 9451 County Rd 203Plantersville, TX 77363"
283,EVOLVE IP LLC,Hemp,,,,,7136288430,,"6335 Holden Mills DrSpring, TX 77389"
80,ETRYUS LLC,Hemp,,,,,5127627851,,"4514 Lago VientoAustin, TX 78734"
94,EPIC BOTTLING LLC,Hemp,,,,endocate@gmail.com,8167241950 || 5129478608,,"Endocate LLCRiverside, MO 64168 || 204 Airline Dr, suit#700Coppell, TX 75019"
73,EMPOWERED CREATIONS LLC,Hemp,,,,,5122961192,,"321 W Ben White Blvd, # 103Austin, TX 78704"
156,ELITE ACROBATIC CONCEPTS LLC,Hemp,,,,,2103676642,,"12414 Point MesaSan Antonio, TX 78253"
4,ELGIN OIL EXTRACTION,Hemp,,,,,,,
18,DUCK CREEK APOTHECARY,Hemp,,,,lonestarginner@gmail.com,8067593061,,"902 TX-137Lamesa, TX 79331"
"840836, 267",DRAKE FARM,Hemp,,,,,2146872399,,"5232 Cook CirLewisville, TX 75056"
130,DNL SKIN,Hemp,,,,brandon@distributionmaven.com,(602) 999-5146,,"Distribution MavenScottsdale, AZ 85254"
306,DMG PRIMEMYBODY COM LLC,Hemp,,,,DispensaryOnDivision@gmail.com,,,"Dispensary On Division, LLCWI"
191,DLY PRODUCTIONS INC,Hemp,,,,DispensaryOnDivision@gmail.com,5125608309,,"Dispensary On Division, LLCWI || 1333 SolitaireRound Rock, TX 78665"
275,DIMG LOGISTICS LLC,Hemp,,,,,8174607711,,"11511 Luna Rd, 180Farmers Branch, TX 75234"
