Company Name,Company Name2,Email,Phone,Status,DBA,License,Type,License Number,Address
Heartland Hemp,Hemp,april@healthnaturally.com aden10.jw@gmail.com,3035795447,Hemp,,,Hemp Distributor,Grat Davis Farms LLC,Health Naturally LLC 256 Copperdale Ln Golden  CO 80403 HEEM LLC 1041 Brad Smith Trail Nathalie  VA 24577 Heem Produce LLC
Hazey Hills LLC,Hemp,masumner17@yahoo.com,,Hemp,,,Hemp Distributor,Golden Leaf Tobacco Co.  Inc.,HARDWOOD FARMS LLC 17449 OR-211 Molalla  OR 97038 Head's Triple H  LLC 83 Lawn Acres Loop Galax  VA 24333
Groundworks Garden & Hydroponic Supply Co,Hemp,geoffyoung@greenzerolabs.com dave@greysonorganics.com groundworkshydro@gmail.com,5126901363,Hemp,,,Hemp Distributor,Four Season Recycling & Trading  LLC,GREEN ZERO LABS LLC 11210 US-290  a100 Austin  TX 78737 Greyson Organics LLC Fountain Hills  AZ 85268 GTG Golden Valley Farms LLC 1600 Roanoke St Christiansburg  VA 24073
Green Zenith  LLC,Hemp,clauderyan@hotmail.com ventureqinvest@gmail.com,304-641-1588,Hemp,,,Hemp Distributor,Fadeley Family Farms  Inc.,Green Thumb Botanicals  LLC 477 Peyton Lane Bridgeport  WV 26330 Gro-rite  LLC 800 W Broad St  Ste 100 Falls Church  VA 22046
Grat Davis Farms LLC,Hemp,shackmann@hotmail.com gratdavisfarms@outlook.com,,Hemp,GREEN CHERRY ORGANICS,,Hemp Distributor,Dr. Smoke Shop,Grandpa's Family Farm 8505 MO-89 Chamois  MO 65024 Green Cherry Organics 19314 Woodlawn Farm Dr Orange  VA 22960
Golden Leaf Tobacco Co.  Inc.,Hemp,wholesale@gogreenhemp.com frederick.cook@gltobacco.com,9545330089,Hemp,MBF HEMP LABS LLC,,Hemp Distributor,Chris Sheehy,Go Farm Hemp NV GoGreen Hemp 1830 N University Dr Plantation  FL 33322 Good Garden Extracts LLC 3662 Ontario Rd Keysville  VA 23947
Four Season Recycling & Trading  LLC,Hemp,Ifordsc@gmail.com wanda@fourseasonrecycling.com,864-506-0147,Hemp,,,Hemp Distributor,C B Aircraft Inc,Ford Hemp SC Fredrick Jenkins LLC 1320 Valley Rd Richmond  VA 23222
Fadeley Family Farms  Inc.,Hemp,fadeleyfamilyfarmsinc@gmail.com,,Hemp,,,Hemp Distributor,Cann Hemp Farm  LLC,Farmers Choice 3012 Watts Passage Charlottesville  VA 22911
Dr. Smoke Shop,Hemp,duffycbd@duffycbd.com DREAMWORXBOTANICALS@GMAIL.COM dr.glassntobacco@yahoo.com,407-733-2020 4796504370,Hemp,,,Hemp Distributor,Big Fork Farms,Dr Duffys CBD for People & Pets 2431 Aloma Ave Winter Park  FL 32792 DREAMWORX BOTANICALS  LLC. 25080 Stonewood Dr Shady Point  OK 74956 Dunn Family Farms LLC 140 W Washington St Suffolk  VA 23434 DUPONT HEMP FARMS LLC
Chris Sheehy,Hemp,jay.mcburney@charlottesweb.com,7207595409,Hemp,,,Hemp Distributor,AZ Hemp license 15,9335 N Elm Ct  100 Denver  CO 80260
C B Aircraft Inc,Hemp,bhicks@carrolldist.com carey.beer@yahoo.com,321-421-6283,Hemp,CBD CLOSEOUTS,,Hemp Distributor,190300,CARROLL DISTRIBUTING COMPANY 1553 Chad Carroll Way Melbourne  FL 32940 CBD Closeouts 8183 Fox Groves Rd Remington  VA 22734
190164,AZ Hemp license 14,,,Hemp,,,Hemp Distributor,190275,
190300,AZ Hemp license 12,,,Hemp,,,Hemp Distributor,190039,
190275,AZ Hemp license 10,,,Hemp,,,Hemp Distributor,190168,
190249,AZ Hemp license 09,,,Hemp,,,Hemp Distributor,190036,
190039,AZ Hemp license 08,,,Hemp,,,Hemp Distributor,190036,
190168,AZ Hemp license 07,,,Hemp,,,Hemp Distributor,190036,
190036,AZ Hemp license 06,,,Hemp,,,Hemp Distributor,190224,
190298,AZ Hemp license 03,,,Hemp,,,Hemp Distributor,190224,
190224,AZ Hemp license 02,,,Hemp,,,Hemp Manufacturer  Hemp Distributor,AZ-P190135  AZ-P 190135  AZ-T190135  190135,
Hemp Brand  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Distributor,CBD Lion,,,Pending,,,Hemp Manufacturer  Hemp Distributor,AZ-T190304  AZ-P190304  190304,
Hemp Manufacturer  Hemp Distributor  Hemp Brand  Hemp Retailer (Online),Whole Foods Full Spectrum Processing LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190121,
AZ-P190135  AZ-P 190135  AZ-T190135  190135,Viya Labs  Inc.,,,Hemp,,,Hemp Manufacturer  Hemp Distributor,AZ-T190133  AZ-P190133  190133  AZ-P 190133,
AZ-T190304  AZ-P190304  190304,Vanu LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor,AZ-P190055  AZ-P 190055  AZ-T190055  190055,
190121,SYO Labs LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190169,
AZ-T190133  AZ-P190133  190133  AZ-P 190133,Sedona Naturals LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor,AZ-T190047  AZ-P 190047  AZ-P190047  190047,
AZ-P190055  AZ-P 190055  AZ-T190055  190055,Paradox Holdings LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190025,
190169,Mother Earth Plant LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190292  AZ-P190292  AZ-T190292,
AZ-T190047  AZ-P 190047  AZ-P190047  190047,KHP LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,AZ-P190174  190174  AZ-T190174,
190025,JAM Ent. DBA American Hemp Labs,,,Pending,,,Hemp Manufacturer  Hemp Distributor,AZ-P190287  AZ-T190287  190287,
190292  AZ-P190292  AZ-T190292,ILH LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190076,
AZ-P190174  190174  AZ-T190174,GWP Services LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190091,
AZ-P190287  AZ-T190287  190287,Greengem,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190129,
190076,Ecoreve Asset Management LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190106,
190091,Cobra Command LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor,AZ-T190100  190100  AZ-P190100  AZ-P 190100,
190129,Capitol Growth Group LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190223,
190106,Alkane LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190175,
AZ-T190100  190100  AZ-P190100  AZ-P 190100,7 AZ Enterprises LLC,,,Pending,,,Hemp Manufacturer  Hemp Distributor,190217  AZ-P190217  AZ-T190217,
190223,45 Lamar LLC,,,Hemp,,,Hemp Manufacturer  Hemp Cultivator  Seed Banks / Genetics  Hemp Distributor,GenCanna Global USA,
Hemp Manufacturer  Hemp Distributor,190175,,,Ancillary,,,Hemp Manufacturer  Hemp Cultivator  Seed Banks / Genetics,TRU Infusion Hemp LLC,
Hickman Seed & Grain Company,Hemp,dfriedrich22@gmail.com jt.workman@workman-consulting.com,270-653-6310,Hemp,,,Hemp Manufacturer  Hemp Cultivator  Hemp Distributor,190079  AZ-P190079  AZ-N190079  AZ-P 190079,HHF LLC 2002 Main St KCMO  MO 64108 Highgrade Co. Clinton  KY 42031
Hemp Manufacturer  Hemp Cultivator  Seed Banks / Genetics,Central Kentucky Solutions,,,Hemp,,,Hemp Manufacturer  Hemp Cultivator  Hemp Distributor,AZ-G190095  AZ-H190095  AZ-P190095  AZ-T190095  AZ-P 190095  AZ-N190095  190095,
190079  AZ-P190079  AZ-N190079  AZ-P 190079,nånoHEMP,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Distributor,102451  80866  R-520,
Hemp Manufacturer  Hemp Cultivator  Hemp Distributor,Click Bang Entertainment LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Distributor,102399  R-524  103356  # 103356,
AZ-G190095  AZ-H190095  AZ-P190095  AZ-T190095  AZ-P 190095  AZ-N190095  190095,MH INTERNATIONAL,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,Schiavi Seeds,
Hemp Cultivator  Seed Banks / Genetics  Hemp Distributor,102451  80866  R-520,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,New London Tobacco Market,
S&F Farms,Ancillary,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,NE Farms,
Schiavi Seeds,Ancillary,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,Greenman Gardens,
Port Royal Plants  LLC,Ancillary,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,Green Hemp Farms,
New London Tobacco Market,Ancillary,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,Clifty Creek Farms,
NE Farms,Ancillary,,,Ancillary,,,Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics,R-619,
Hemp Cultivator  Seed Banks / Genetics,21_0141,,,Ancillary,,,Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics,# 103715  # 103764  # 103865  # 103669  103144  102925  R-513,
Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics,R-619,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics,# 103531  0838642  102129  R-645,
# 103715  # 103764  # 103865  # 103669  103144  102925  R-513,Hemp 4 Heroes,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,AZ-N190171  AZ-P 190171  190171  AZ-G190171,
HEMP-G-000336,BDM Genetics,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-N190279  190279,
# 103531  0838642  102129  R-645,West Coast Greenthumbs,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-G190145  AZ-N190145  190145,
AZ-N190171  AZ-P 190171  190171  AZ-G190171,Zvida Growers,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190085  AZ-T190085  AZ-H190085  AZ-G190085,
AZ-N190279  190279,WAT Adventures Inc,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190227,
AZ-G190145  AZ-N190145  190145,Waddell Growers LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-N190283  AZ-G190283  190283,
Simply Hemp LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190255  AZ-G190255,
Page 20 of 37,Keithly-Williams Transplants,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190256,
AZ-T190043  AZ-N190043  190043,Jolley CBD LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-N190181  190181  AZ-G190181,
190255  AZ-G190255,High & Dry Desert Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-N190011  190011,
190256,Hemp Clones of Arizona,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-G190285  190285,
AZ-N190181  190181  AZ-G190181,Gung ho  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190268,
AZ-N190011  190011,Dunn Family Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190048,
AZ-G190285  190285,Dos Tres Ventures,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190001  AZ-G190001  AZ-N190001,
190268,Dark Skies LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190202,
190048,Crisantes Ranches,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190273  AZ-G190273  AZ-N190273,
190001  AZ-G190001  AZ-N190001,Core Hemp LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-T190078  190078  AZ-G190078,
190202,Civano Nursery Inc,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-G190219  AZ-N190219  190219,
190273  AZ-G190273  AZ-N190273,Bees Hemp Farm AZ,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-H190220  190219,
AZ-T190078  190078  AZ-G190078,Aguila Ranch Nursery LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190152,
AZ-G190219  AZ-N190219  190219,Aguila Ranch Harvester LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,190130  AZ-N190130  AZ-G190130,
AZ-H190220  190219,Affirmative Equity Holdings LLC,,,Ancillary,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor  Seed Banks / Genetics,P_0372  21_0328,
190152,Adivina Nurseries,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190272  AZ-H190272  AZ-N190272  AZ-T190272  AZ-G190272,
190130  AZ-N190130  AZ-G190130,Grundy Hemp Co,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-H190264  AZ-N190264  AZ-T190264  190264  AZ-P190264  AZ-G190264,
P_0372  21_0328,United Global Partners LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190009,
190272  AZ-H190272  AZ-N190272  AZ-T190272  AZ-G190272,TKK Collective LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190153  AZ-G190153  AZ-N190153,
AZ-H190264  AZ-N190264  AZ-T190264  190264  AZ-P190264  AZ-G190264,Tissue Culture Research and Development  LLC,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-P 190037  Hello  AZ-T190037  AZ-P190037  AZ-H190037  AZ-G190037  190037,
190009,Select Seed of Arizona Inc,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-H190010  AZ-P 190010  AZ-T190010  AZ-P190010  190010  AZ-N190010  AZ-G190010,
190153  AZ-G190153  AZ-N190153,Pure5 Nutrients Arizona LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190239,
AZ-P 190037  Hello  AZ-T190037  AZ-P190037  AZ-H190037  AZ-G190037  190037,PRAZE  LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-P190244  190244  AZ-T190244,
AZ-H190010  AZ-P 190010  AZ-T190010  AZ-P190010  190010  AZ-N190010  AZ-G190010,Phoenix Hemp Supply,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-P190087  AZ-P 190087  AZ-G190087  AZ-T190087  190087,
190239,O-Factor LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-G190161  AZ-P190161  AZ-N190161  190161,
AZ-P190244  190244  AZ-T190244,NuLambda I LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-P190026  190026  AZ-G190026  AZ-H190026  AZ-T190026  AZ-N190026,
AZ-P190087  AZ-P 190087  AZ-G190087  AZ-T190087  190087,Newell Sciences Inc,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190086  AZ-G190086  AZ-H190086  AZ-P190086  AZ-T190086,
AZ-G190161  AZ-P190161  AZ-N190161  190161,Nay Nay's Farm,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190098,
AZ-P190026  190026  AZ-G190026  AZ-H190026  AZ-T190026  AZ-N190026,Holi Hemp  LLC,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-H190024  AZ-T190024  AZ-N190024  AZ-G190024  190024,
190086  AZ-G190086  AZ-H190086  AZ-P190086  AZ-T190086,Hempwave Inc,,,Pending,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190157,
190098,Hempower Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-N190041  AZ-H190041  AZ-G190041  AZ-P 190041  190041  AZ-P190041  AZ-T190041,
AZ-H190024  AZ-T190024  AZ-N190024  AZ-G190024  190024,Hempnomad Farms,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-G190083  AZ-N190083  AZ-H190083  AZ-T190083  AZ-P190083  190083  AZ-P 190083,
190157,Desert Mirage Property Consultants LLC,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190293  AZ-G190293  AZ-T190293  AZ-P190293  AZ-H190293,
AZ-N190041  AZ-H190041  AZ-G190041  AZ-P 190041  190041  AZ-P190041  AZ-T190041,Cynergy Med LLC,,,Hemp,,,Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,AZ-P190132  190132  AZ-G190132,
AZ-G190083  AZ-N190083  AZ-H190083  AZ-T190083  AZ-P190083  190083  AZ-P 190083,Chaison Farms,,,Hemp,,,Hemp Manufacturer  Testing Laboratories  Seed Banks / Genetics  Packaging and Labels,DENARE USA INC,
Hemp Cultivator  Hemp Manufacturer  Hemp Distributor,190293  AZ-G190293  AZ-T190293  AZ-P190293  AZ-H190293,,,Hemp,,,Hemp Manufacturer  Seed Banks / Genetics,AG-R1068926AHS  AG-R1068925IHH  1049,
AZ-P190132  190132  AZ-G190132,Siam Research and innovation,,,Hemp,,,Hemp Manufacturer  Facility Supplies & Machinery  Manufacturing Goods,Khrysos Industries,
Hemp Manufacturer  Testing Laboratories  Seed Banks / Genetics  Packaging and Labels,DENARE USA INC,,,Hemp,,,Hemp Manufacturer  Facility Supplies & Machinery  Packaging and Labels  Manufacturing Goods  Testing Laboratories  Hemp Brand  Hemp Distributor,SAWYER LABS LLC,
Hemp Manufacturer  Seed Banks / Genetics,AG-R1068926AHS  AG-R1068925IHH  1049,,,Hemp,,,Hemp Manufacturer  Manufacturing Goods  Packaging and Labels,Khrysos Industries,
Hemp Manufacturer  Facility Supplies & Machinery  Packaging and Labels  Manufacturing Goods  Testing Laboratories  Hemp Brand  Hemp Distributor,SAWYER LABS LLC,,,Hemp,,,Hemp Manufacturer  Manufacturing Goods  Packaging and Labels,392127,
Magik Roots,Hemp,william.r.belanger@gmail.com cbdavei17@gmail.com,2145550771 802-249-6531 2819139147 909 499 6201,Hemp,MAGIK ROOTS MAGIK ROOTS ARVA VALLEY HEMP GROWERS MAGIK ROOTS ARVA VALLEY HEMP GROWERS MAGIK ROOTS MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD MAGIK ROOTS TRU PURA CBD TRU PURA CBD,,Hemp Manufacturer  Manufacturing Goods,HNP Farm Services  LLC,MACROO LLC 275 Commerce St  # 100 Southlake  TX 76092 Madison Hemp & Flax Co 1806 LLC KY MAGIC ELIXIR LLC Magic Hollow Hemp Co.  LLC. MAGSTAR MAGU MAIDEN FARMS LLC MAHA KALI WELLNESS Mad River Hemp LLC Northfield  VT 05663 Maggie's Farm Lane  LLC AZ Ma' Hua Farmersville  TX 75442 Maia Farm Supply 24930 Washington Ave  #463 Murrieta  CA 92562 MAJEMAC ENTERPRISES INC Ma-Kentucky LLC
Khrysos Industries,Khrysos Industries  Inc.,harpercbd@gmail.com,4077297724,Ancillary,KIND ROOTS BOTANICALS LLC KIND ROOTS BOTANICALS LLC KIND ROOTS BOTANICALS LLC,,Hemp Manufacturer  Hemp Distributor  Seed Banks / Genetics,00382M  102483,Kentucky State University KY Kind Remedies 4121 SW 34th Street Orlando  FL 32811 Kind Roots Botanicals LLC
PharmaCielo,Pharmacielo Colombia Holdings S.A.S,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Manufacturing Goods,Naturally Infused,
HNP Farm Services  LLC,Ancillary,contact@resiliencecbd.com,7206997577 3034592029,Hemp,HOLISTABULL,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Hemp Brand,The Emerald Corp.,HK Enterprises LLC 14 Inverness Dr E  Unit G-116 Englewood  CO 80112 Holistabull
00382M  102483,KiloSports,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Online)  Hemp Brand,AMS Solutions LLC,
Hemp Manufacturer  Hemp Distributor  Manufacturing Goods,Naturally Infused,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Brand,AG-R1067599IHH,
Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Hemp Brand,The Emerald Corp.,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),ZEN ALCHEMY LABS,
Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Online)  Hemp Brand,AMS Solutions LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),14,
Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Brand,AG-R1067599IHH,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),304,
Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront)  Hemp Retailer (Online),ZEN ALCHEMY LABS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),112,
14,WYLDWOOD LABS LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),231,
304,WILLY COMPANY LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),72,
112,WILD SUN HEMPORIUM LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),25,
231,WILD HEMPETTES LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),338,
72,WHOLE ORGANIX,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),91,
25,WEST TEXAS DISTRIBUTORS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),187,
338,WAFIDO HOLDINGS LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),163,
91,VOGUE COFFEE BAR,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),365,
187,VICJONES,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),242,
163,VAPES R US LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),149,
365,VAPE N DELTA8,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),47,
242,URBAN UNDERGROUND GOODS LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),314,
149,UNITED EXTRACT LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),125,
47,TWIN PINES CIMARRON LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),33,
314,TRIPLE S RANCH,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),284,
125,TRIPLEJDISTRO@GMAIL.COM,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),328,
33,TRIPLE 4 CBD,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),330,
284,TRI NATURALS LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),71,
328,TRANG VO AND JOSEPH TRAN LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),84,
330,TOTAL BETTY CANNABIS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),268,
71,TORO SUPPLY AND DISTROBUTION,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),96,
84,TOO SEEDS INC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),TIKI BIOSCIENCES LLC,
Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),268,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),240,
77,THE SKINFOOD BAR LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),132,
270,THE HEMP MAN OF TEXAS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),119,
240,THE HALL DEPOT OF TEXAS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),341,
132,THE GARDEN OF WELLNESS INC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),303,
119,THE COMMISSARY SHOPS,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),110,
341,THE ALCHEMY BROTHERS LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),236,
303,THA MAJIC FLOWER LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),325,
110,TEXAS TRU DISTRIBUTION,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),114,
236,TEXAS T,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),373,
325,TEXAS HILLBILLY HEMP LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),66,
114,TEXAS HEMP INNOVATIONS COOPERATIVE THIC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),342,
35,TAYLORS APOTHECARY LLC,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),302,
30,T AND M INTERNATIONAL,,,Hemp,,,Hemp Manufacturer  Hemp Distributor  Hemp Retailer (Storefront),9,
